,compound,flashpoint,pure substance,smiles,source
295,heptylformate,333.0,1,C(CCCCCC)OC=O,carroll11
296,octylformate,342.0,1,C(CCCCCCC)OC=O,carroll11
297,nonylformate,361.0,1,C(CCCCCCCC)OC=O,carroll11
298,decylformate,373.0,1,C(CCCCCCCCC)OC=O,carroll11
299,isopropylformate,259.0,1,C(C)(C)OC=O,carroll11
300,tert-butylformate,264.0,1,C(C)(C)(C)OC=O,carroll11
301,isopentylformate,295.0,1,C(CC(C)C)OC=O,carroll11
302,isobutylformate,277.0,1,C(C(C)C)OC=O,carroll11
303,cyclohexylformate,324.0,1,C1(CCCCC1)C(=O)[O-],carroll11
304,methylacetate,260.0,1,COC(C)=O,carroll11
305,ethylacetate,269.0,1,C(C)OC(C)=O,carroll11
306,propylacetate,283.0,1,C(CC)OC(C)=O,carroll11
307,butylacetate,298.0,1,C(CCC)OC(C)=O,carroll11
308,pentylacetate,312.0,1,C(CCCC)OC(C)=O,carroll11
309,hexylacetate,328.0,1,C(CCCCC)OC(C)=O,carroll11
310,heptylacetate,340.0,1,C(CCCCCC)OC(C)=O,carroll11
311,octylacetate,355.0,1,C(CCCCCCC)OC(C)=O,carroll11
312,nonylacetate,364.0,1,C(CCCCCCCC)OC(C)=O,carroll11
313,decylacetate,377.0,1,C(CCCCCCCCC)OC(C)=O,carroll11
314,undecylacetate,384.0,1,C(CCCCCCCCCC)OC(C)=O,carroll11
315,dodecylacetate,393.0,1,C(CCCCCCCCCCC)OC(C)=O,carroll11
316,isopropylacetate,275.0,1,C(C)(C)OC(C)=O,carroll11
317,tert-butylacetate,277.0,1,C(C)(C)(C)OC(C)=O,carroll11
318,sec-butylacetate,289.0,1,C(C)(CC)OC(C)=O,carroll11
319,isobutylacetate,291.0,1,C(C(C)C)OC(C)=O,carroll11
320,2-pentylacetate,305.0,1,C(CCCC)CC(=O)[O-],carroll11
321,isopentylacetate,309.0,1,C(CC(C)C)OC(C)=O,carroll11
322,tert-pentylacetate,298.0,1,C(C)(C)(CC)OC(C)=O,carroll11
323,cyclohexylacetate,331.0,1,C1(CCCCC1)CC(=O)[O-],carroll11
324,cyclodecylacetate,379.0,1,C1(CCCCCCCCC1)CC(=O)[O-],carroll11
325,methylpropanoate,271.0,1,COC(CC)=O,carroll11
326,ethylpropanoate,285.0,1,C(C)OC(CC)=O,carroll11
327,tert-butylpropanoate,293.0,1,C(C)(C)(C)OC(CC)=O,carroll11
328,propylpropanoate,295.0,1,C(CC)OC(CC)=O,carroll11
329,butylpropanoate,311.0,1,C(CCC)OC(CC)=O,carroll11
330,isopentylpropanoate,319.0,1,C(CC(C)C)OC(CC)=O,carroll11
331,pentylpropanoate,326.0,1,C(CCCC)OC(CC)=O,carroll11
332,hexylpropanoate,338.0,1,C(CCCCC)OC(CC)=O,carroll11
333,cyclohexylpropanoate,341.0,1,C1(CCCCC1)OC(CC)=O,carroll11
334,ethylbutanoate,293.0,1,C(C)OC(CCC)=O,carroll11
